n_steps,step_dim,attn_dim,ghost_bn,virtual_batch_size,momentum,gamma,dropout,embed_dropout,lr,batch_size,weight_decay,lambda_sparse,optimizer,lr_scheduler,base_lr,max_lr,div_factor,final_div_factor,n_cycles,val_loss_or_metric
5,16,16,True,64,0.98,1.5,0.0,0.0,0.05,512,0.0,0.0001,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3734029697047339
5,16,16,True,128,0.98,1.5,0.0,0.0,0.03,1024,0.0,0.0001,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3775594532489776
5,64,64,True,64,0.98,1.5,0.0,0.0,0.05,1024,0.0,0.0001,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3790812611579895
5,16,16,True,64,0.98,1.5,0.0,0.0,0.03,512,0.0,0.0001,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3855937851799859
5,16,16,True,128,0.98,1.25,0.0,0.0,0.0004,512,0.0,0.0001,AdamW,OneCycleLR,0.001,0.07,25,1000.0,5.0,0.3860867785082923
5,16,16,True,128,0.98,1.5,0.0,0.0,0.05,4096,0.0,0.0001,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3947958499193191
5,64,64,True,64,0.98,1.5,0.0,0.0,0.03,512,0.0,0.0001,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3980635967519548
7,16,16,True,128,0.98,1.5,0.2,0.0,0.03,512,0.0,0.0001,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4005050195588006
5,16,16,True,64,0.98,1.5,0.0,0.0,0.03,1024,0.0,0.0001,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4047132790088653
7,16,16,False,128,0.98,1.25,0.0,0.0,0.0004,128,0.0,0.0001,RAdam,OneCycleLR,0.001,0.07,25,1000.0,5.0,0.4062200271421008
5,16,16,True,128,0.98,1.5,0.0,0.0,0.03,4096,0.0,0.0001,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4122268408536911
5,16,16,True,64,0.98,1.5,0.0,0.0,0.03,1024,0.0,0.0001,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4135294020175933
7,16,16,False,128,0.98,1.25,0.0,0.0,0.0004,128,0.0,0.0001,RAdam,OneCycleLR,0.001,0.07,25,1000.0,5.0,0.414805709487862
5,32,32,True,64,0.98,1.5,0.0,0.0,0.05,1024,0.0,0.0001,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4154375255107879
5,16,16,True,128,0.98,1.5,0.0,0.0,0.0004,512,0.0,0.0001,Adam,OneCycleLR,0.001,0.07,25,1000.0,5.0,0.420370704597897
5,16,16,True,128,0.98,1.5,0.0,0.0,0.03,4096,0.0,0.0001,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4217125624418258
7,16,16,True,64,0.98,1.5,0.2,0.0,0.03,512,0.0,0.0001,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4222348431746165
7,16,16,True,64,0.98,1.5,0.0,0.0,0.03,512,0.0,0.0001,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4235963556501601
5,16,16,True,128,0.98,1.25,0.0,0.0,0.0004,512,0.0,0.0001,AdamW,OneCycleLR,0.001,0.07,25,1000.0,5.0,0.4270783795250786
7,16,16,False,128,0.98,1.25,0.0,0.0,0.0004,128,0.0,0.0001,RAdam,OneCycleLR,0.001,0.07,25,1000.0,5.0,0.4377676753534211
7,16,16,False,128,0.98,1.5,0.0,0.0,0.05,128,0.0,1e-05,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4384281229641702
7,16,16,False,128,0.98,1.25,0.0,0.0,0.0004,128,0.0,0.0001,RAdam,OneCycleLR,0.001,0.07,25,1000.0,5.0,0.4406954828235838
5,16,16,True,64,0.98,1.5,0.0,0.0,0.03,4096,0.0,0.0001,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4475087970495224
5,16,16,True,128,0.98,1.5,0.0,0.0,0.0004,512,0.0,0.0001,Adam,OneCycleLR,0.001,0.07,25,1000.0,5.0,0.450639483001497
5,16,16,True,64,0.98,1.5,0.0,0.0,0.03,4096,0.0,0.0001,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4698638468980789
5,16,16,True,128,0.98,1.25,0.0,0.0,0.0004,512,0.0,0.0001,AdamW,OneCycleLR,0.001,0.1,25,1000.0,5.0,0.4747279120816124
5,16,16,True,128,0.98,1.5,0.0,0.0,0.0004,512,0.0,0.0001,Adam,OneCycleLR,0.001,0.1,25,1000.0,5.0,0.497133947081036
5,16,16,True,64,0.98,1.5,0.0,0.0,0.05,4096,0.0,0.0001,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.5383382439613342
7,16,16,False,128,0.98,1.25,0.0,0.0,0.0004,128,0.0,0.0001,RAdam,OneCycleLR,0.001,0.1,25,1000.0,5.0,0.618736606505182
5,16,16,False,128,0.98,1.5,0.0,0.0,0.03,128,0.0,0.0001,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.8573639982308713
5,16,16,False,128,0.98,1.5,0.0,0.0,0.03,128,0.0,0.0001,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.8611233967271119
5,16,16,False,128,0.98,1.5,0.0,0.0,0.05,128,0.0,0.0001,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.8673153471915082
5,16,16,False,128,0.98,1.5,0.0,0.0,0.03,128,0.0,0.0001,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.8686421937195931
